Date,Last Name,First Name,Vehicle Make,Vehicle Model,Status,Total Appointments,Total Missed Appointments
2018-06-21,Reed,Grace,Honda,Civic,Attended,,
2018-06-21,Hernandez,Emily,Honda,Accord,Attended,,
2018-06-21,Crawford,Zoe,BMW,7 Series,Attended,,
2018-06-22,Russell,Abigail,Nissan,Murano,Attended,,
2018-06-25,Moore,David,Dodge,Avenger,Attended,,
2018-06-25,Patterson,Elijah,Chevrolet,Equinox,Missed,,
2018-06-25,Alexander,Aubrey,Honda,CR-V,Missed,,
2018-06-25,Hart,Zoe,BMW,X5,Missed,,
2018-06-26,Moore,Mia,Hyundai,Sonata,Missed,,
2018-06-26,Carpenter,Harper,Jeep,Gladiator,Attended,,
2018-06-27,Davis,Joseph,Hyundai,Sonata,Attended,,
2018-06-27,Woods,Sophia,Volkswagen,Atlas,Missed,,
2018-06-27,Harris,Michael,Volkswagen,Golf,Attended,,
2018-06-27,Lopez,Emma,Mercedes-Benz,GLE,Attended,,
2018-06-27,Jackson,Samuel,Dodge,Challenger,Attended,,
2018-06-27,King,John,Ford,Fusion,Attended,,
2018-06-27,Rodriguez,Victoria,Hyundai,Santa Fe,Attended,,
2018-06-28,Watson,Evelyn,Ford,Edge,Attended,,
2018-06-28,Watson,Gabriel,Dodge,Avenger,Attended,,
2018-06-28,Hart,Anthony,Toyota,Tacoma,Attended,,
2018-06-28,Ford,Olivia,Toyota,Camry,Attended,,
2018-06-28,Parker,Elizabeth,Ford,Mustang,Attended,,
2018-06-28,Hart,Nicholas,Honda,Fit,Missed,,
2018-06-28,Hayes,Aria,Mercedes-Benz,S-Class,Attended,,
2018-06-28,Hernandez,Adam,Honda,Accord,Missed,,
2018-06-28,Johnson,Scarlett,Subaru,BRZ,Attended,,
2018-06-28,Hall,Matthew,Kia,Sportage,Missed,,
2018-06-29,Fox,Daniel,Mercedes-Benz,E-Class,Missed,,
2018-06-29,Mason,Natalie,Volkswagen,Passat,Missed,,
2018-06-29,Pierce,Jonathan,Mercedes-Benz,GLA,Attended,,
2018-06-29,Crawford,Michael,Ford,Edge,Attended,,
2018-06-29,Hunt,Matthew,Dodge,Challenger,Attended,,
2018-06-29,Mason,Zoe,Toyota,Corolla,Attended,,
2018-06-29,Gardner,Dylan,Mazda,CX-9,Attended,,
2018-06-29,Tucker,Dylan,Audi,A3,Attended,,
2018-07-02,Stewart,John,Volkswagen,Beetle,Attended,,
2018-07-02,Ramirez,Olivia,Audi,A6,Attended,,
2018-07-02,Green,Gabriel,Dodge,Grand Caravan,Attended,,
2018-07-02,Ward,Sofia,Audi,A3,Attended,,
2018-07-02,McDonald,Adam,BMW,4 Series,Attended,,
2018-07-02,Willis,Sophia,Ford,Mustang,Attended,,
2018-07-02,Harper,Andrew,Audi,Q5,Attended,,
2018-07-02,Cruz,Daniel,Nissan,Rogue,Attended,,
2018-07-03,Kennedy,Dylan,Chevrolet,Impala,Attended,,
2018-07-03,Washington,Nicholas,Jeep,Cherokee,Attended,,
2018-07-03,West,Caleb,Kia,Optima,Attended,,
2018-07-05,Hudson,Matthew,Jeep,Renegade,Attended,,
2018-07-05,Gonzalez,Scarlett,Audi,A4,Attended,,
2018-07-05,Wood,Emily,Jeep,Grand Cherokee,Attended,,
2018-07-05,Ortiz,Nathan,Nissan,Murano,Missed,,
2018-07-05,Richardson,Caleb,Toyota,Tacoma,Missed,,
2018-07-06,Garcia,Joshua,Toyota,RAV4,Attended,,
2018-07-06,Cunningham,Dylan,Ford,Mustang,Attended,,
2018-07-09,Hudson,Gabriel,Chevrolet,Equinox,Attended,,
2018-07-09,Cole,Abigail,Kia,Telluride,Attended,,
2018-07-09,Powell,Sofia,Toyota,Sienna,Missed,,
2018-07-09,Lawrence,Nicholas,Mercedes-Benz,GLA,Attended,,
2018-07-10,Gonzales,Jane,Volkswagen,Tiguan,Attended,,
2018-07-10,Berry,Michael,Jeep,Wrangler,Attended,,
2018-07-10,Stevens,Grace,Hyundai,Tucson,Attended,,
2018-07-11,Ray,Amelia,Mazda,CX-9,Attended,,
2018-07-11,Ferguson,Joshua,Mercedes-Benz,GLC,Attended,,
2018-07-11,Smith,Aria,Subaru,Legacy,Attended,,
2018-07-11,Owens,Benjamin,Audi,A4,Attended,,
2018-07-11,Thomas,Mia,Ford,Edge,Missed,,
2018-07-12,Taylor,Aubrey,Hyundai,Elantra,Attended,,
2018-07-12,White,Andrew,Honda,Fit,Attended,,
2018-07-12,Fox,Sophia,Dodge,Grand Caravan,Attended,,
2018-07-12,Boyd,Evelyn,Hyundai,Palisade,Missed,,
2018-07-12,Henderson,Adam,Subaru,BRZ,Attended,,
2018-07-13,Coleman,Charlotte,Ford,Edge,Attended,,
2018-07-13,Clark,Dylan,Dodge,Challenger,Attended,,
2018-07-13,Collins,Logan,Honda,Fit,Missed,,
2018-07-13,Stephens,David,Honda,Accord,Attended,,
2018-07-16,Shaw,David,Mazda,CX-3,Attended,,
2018-07-16,Ward,Hannah,Audi,A3,Attended,,
2018-07-18,Mills,Aria,Audi,Q3,Attended,,
2018-07-18,Ferguson,Aria,Ford,Edge,Attended,,
2018-07-18,Lee,Zoe,Toyota,Sienna,Attended,,
2018-07-18,Spencer,Dylan,Kia,Forte,Attended,,
2018-07-18,Gibson,Andrew,Hyundai,Sonata,Missed,,
2018-07-18,Bailey,Ryan,Chevrolet,Silverado,Missed,,
2018-07-19,Morgan,Adam,Jeep,Cherokee,Attended,,
2018-07-19,Young,Ryan,Jeep,Renegade,Missed,,
2018-07-19,Henderson,David,Nissan,Maxima,Attended,,
2018-07-19,Ross,Charlotte,BMW,3 Series,Missed,,
2018-07-20,Watson,Avery,Kia,Telluride,Attended,,
2018-07-20,Young,Mia,Nissan,Murano,Attended,,
2018-07-20,Hayes,Nicholas,Jeep,Wrangler,Missed,,
2018-07-23,Harris,John,Kia,Sportage,Missed,,
2018-07-23,Wells,Chloe,Ford,Explorer,Attended,,
2018-07-23,Morales,William,Ford,Edge,Missed,,
2018-07-24,Perry,Joshua,Hyundai,Kona,Attended,,
2018-07-24,Grant,Nathan,Ford,Escape,Missed,,
2018-07-25,Wells,Emily,Chevrolet,Malibu,Attended,,
2018-07-25,Long,Anthony,Hyundai,Kona,Attended,,
2018-07-25,Harrison,Sofia,Kia,Sorento,Attended,,
2018-07-25,Howard,Charlotte,Ford,F-150,Missed,,
2018-07-25,Cunningham,Daniel,Kia,Soul,Attended,,
2018-07-26,Dixon,Abigail,Nissan,Altima,Attended,,
2018-07-26,Robertson,Jackson,BMW,3 Series,Attended,,
2018-07-26,Howard,Elizabeth,Jeep,Wrangler,Attended,,
2018-07-26,Barnes,Olivia,Toyota,Highlander,Attended,,
2018-07-26,Dixon,Jackson,Mazda,Mazda6,Attended,,
2018-07-26,Dunn,Daniel,Hyundai,Elantra,Attended,,
2018-07-27,Hughes,David,Dodge,Grand Caravan,Attended,,
2018-07-27,Davis,Jane,Toyota,Corolla,Attended,,
2018-07-27,Hamilton,Adam,Jeep,Compass,Attended,,
2018-07-27,Clark,Michael,Chevrolet,Tahoe,Missed,,
2018-07-27,Hunter,Gabriel,Chevrolet,Cruze,Attended,,
2018-07-27,Patterson,Matthew,Nissan,Murano,Attended,,
2018-07-30,Jackson,William,Kia,Soul,Attended,,
2018-07-30,Harris,Nathan,Honda,Accord,Missed,,
2018-07-30,Duncan,Caleb,Chevrolet,Silverado,Attended,,
2018-07-30,Ellis,Sofia,Volkswagen,Tiguan,Attended,,
2018-07-30,Campbell,Charlotte,Subaru,Crosstrek,Attended,,
2018-07-30,Cooper,Aubrey,BMW,7 Series,Attended,,
2018-07-31,Johnson,Daniel,Toyota,Highlander,Missed,,
2018-08-01,Edwards,Jane,Dodge,Charger,Missed,,
2018-08-01,Wagner,Joseph,Honda,Accord,Missed,,
2018-08-01,Grant,Michael,Mazda,CX-5,Missed,,
2018-08-02,Robinson,Joseph,Mazda,CX-3,Attended,,
2018-08-02,Campbell,Benjamin,Mazda,CX-5,Missed,,
2018-08-03,Jones,Victoria,Chevrolet,Malibu,Attended,,
2018-08-03,Ray,Abigail,Audi,Q7,Attended,,
2018-08-03,Robertson,Anthony,Chevrolet,Impala,Attended,,
2018-08-06,Sanchez,Dylan,Hyundai,Santa Fe,Attended,,
2018-08-06,Clark,Jonathan,Chevrolet,Tahoe,Attended,,
2018-08-07,Rice,Jackson,Toyota,Camry,Attended,,
2018-08-07,James,Aiden,Honda,Fit,Attended,,
2018-08-07,Martin,Lucas,Nissan,Murano,Missed,,
2018-08-07,Simmons,Anthony,Volkswagen,Passat,Missed,,
2018-08-08,Ellis,Emily,Kia,Optima,Attended,,
2018-08-08,Watkins,Sofia,Mazda,CX-3,Missed,,
2018-08-08,Berry,Sarah,Chevrolet,Silverado,Attended,,
2018-08-08,Moore,Natalie,Kia,Optima,Missed,,
2018-08-08,Morgan,Victoria,Volkswagen,Jetta,Missed,,
2018-08-08,Gibson,Elizabeth,Jeep,Cherokee,Attended,,
2018-08-09,Russell,Scarlett,Nissan,Rogue,Attended,,
2018-08-09,Thomas,Joshua,Kia,Soul,Missed,,
2018-08-09,Hunter,Amelia,Mercedes-Benz,E-Class,Attended,,
2018-08-10,Nelson,Gabriel,Toyota,Camry,Attended,,
2018-08-10,Hudson,Matthew,Chevrolet,Tahoe,Attended,,
2018-08-10,Powell,Aria,Chevrolet,Silverado,Attended,,
2018-08-13,Watson,John,Jeep,Grand Cherokee,Attended,,
2018-08-13,Perkins,Grace,Volkswagen,Beetle,Attended,,
2018-08-13,Flores,Samuel,BMW,7 Series,Attended,,
2018-08-13,Rogers,Joshua,BMW,7 Series,Attended,,
2018-08-13,Owens,Grace,Dodge,Avenger,Attended,,
2018-08-13,Graham,Joshua,Kia,Telluride,Attended,,
2018-08-13,Ellis,Elijah,BMW,7 Series,Missed,,
2018-08-14,Tucker,Logan,Toyota,Corolla,Attended,,
2018-08-14,Lee,Elizabeth,Kia,Telluride,Attended,,
2018-08-14,Perry,Caleb,Audi,Q5,Attended,,
2018-08-14,Palmer,Emily,Hyundai,Palisade,Attended,,
2018-08-14,Gardner,Jane,Jeep,Grand Cherokee,Attended,,
2018-08-14,Robertson,Dylan,Chevrolet,Impala,Attended,,
2018-08-14,Willis,Evelyn,Hyundai,Sonata,Attended,,
2018-08-14,Wagner,Daniel,Mercedes-Benz,GLC,Attended,,
2018-08-15,Russell,Aubrey,Subaru,BRZ,Missed,,
2018-08-15,Tucker,Adam,Audi,A6,Attended,,
2018-08-15,Rivera,Jackson,Nissan,Maxima,Attended,,
2018-08-15,Carroll,Charlotte,Toyota,Camry,Attended,,
2018-08-16,Griffin,Hannah,Dodge,Durango,Missed,,
2018-08-16,Bryant,Samuel,Nissan,Pathfinder,Attended,,
2018-08-16,Jackson,Jonathan,Jeep,Grand Cherokee,Attended,,
2018-08-16,Williams,Emily,Ford,Mustang,Attended,,
2018-08-16,Stewart,Hannah,Volkswagen,Golf,Attended,,
2018-08-16,Bryant,Jackson,Nissan,Altima,Missed,,
2018-08-16,Stone,Caleb,Hyundai,Palisade,Missed,,
2018-08-16,Carroll,Harper,Audi,A6,Attended,,
2018-08-16,Price,Jackson,Honda,Fit,Attended,,
2018-08-17,Knight,William,Nissan,Pathfinder,Missed,,
2018-08-17,Simpson,Dylan,Dodge,Journey,Attended,,
2018-08-17,Cox,Gabriel,Hyundai,Elantra,Attended,,
2018-08-17,Baker,Gabriel,Jeep,Renegade,Attended,,
2018-08-17,Clark,Chloe,Mercedes-Benz,GLE,Attended,,
2018-08-17,Webb,Ryan,Subaru,Outback,Attended,,
2018-08-17,Daniels,Victoria,Subaru,Outback,Missed,,
2018-08-20,Robertson,Aria,Dodge,Journey,Attended,,
2018-08-20,Adams,Anthony,Ford,Edge,Attended,,
2018-08-20,Graham,Emma,Ford,Edge,Attended,,
2018-08-20,Wallace,Emily,Nissan,Rogue,Attended,,
2018-08-20,Coleman,Christopher,Chevrolet,Silverado,Missed,,
2018-08-20,Barnes,Jackson,Mercedes-Benz,E-Class,Attended,,
2018-08-20,Boyd,Dylan,Volkswagen,Atlas,Attended,,
2018-08-21,Price,Caleb,BMW,X3,Attended,,
2018-08-21,Clark,Aiden,Jeep,Gladiator,Attended,,
2018-08-21,Knight,Avery,Hyundai,Tucson,Attended,,
2018-08-21,Gardner,Samuel,Mercedes-Benz,S-Class,Missed,,
2018-08-22,Williams,Charlotte,Mazda,CX-5,Attended,,
2018-08-22,Mason,Logan,Dodge,Grand Caravan,Attended,,
2018-08-22,Robertson,Gabriel,Hyundai,Tucson,Missed,,
2018-08-22,Webb,Jackson,Ford,F-150,Missed,,
2018-08-22,Ortiz,James,Nissan,Altima,Attended,,
2018-08-22,Moore,Ella,Kia,Sorento,Attended,,
2018-08-22,Griffin,Abigail,Ford,Mustang,Attended,,
2018-08-23,Evans,Lillian,Nissan,Maxima,Missed,,
2018-08-23,Ford,William,Kia,Soul,Attended,,
2018-08-23,Carter,Natalie,BMW,5 Series,Attended,,
2018-08-23,Green,Zoe,Nissan,Rogue,Attended,,
2018-08-23,Owens,Aubrey,Dodge,Journey,Attended,,
2018-08-23,Nelson,Avery,Honda,Pilot,Attended,,
2018-08-23,Rice,Emma,Nissan,Pathfinder,Attended,,
2018-08-24,Anderson,Amelia,Subaru,BRZ,Attended,,
2018-08-24,Knight,Daniel,BMW,5 Series,Attended,,
2018-08-24,Griffin,Joshua,Ford,Edge,Attended,,
2018-08-27,McDonald,David,Subaru,Crosstrek,Missed,,
2018-08-27,Smith,Elijah,Ford,F-150,Missed,,
2018-08-27,Carter,Sarah,Audi,A4,Attended,,
2018-08-27,Jackson,Jane,Subaru,Outback,Attended,,
2018-08-27,Carpenter,Evelyn,Toyota,Sienna,Attended,,
2018-08-27,Bradley,Emily,Toyota,Camry,Attended,,
2018-08-28,Jones,Natalie,Jeep,Grand Cherokee,Attended,,
2018-08-28,Perez,Ella,Nissan,Altima,Attended,,
2018-08-28,Riley,Elizabeth,Audi,A3,Attended,,
2018-08-29,Hawkins,Abigail,Subaru,Crosstrek,Missed,,
2018-08-29,Black,Matthew,Kia,Sorento,Attended,,
2018-08-29,Dixon,Amelia,Volkswagen,Atlas,Missed,,
2018-08-30,Thomas,Aubrey,Nissan,Pathfinder,Attended,,
2018-08-30,Graham,Caleb,Volkswagen,Jetta,Missed,,
2018-08-30,Spencer,Aubrey,Volkswagen,Golf,Attended,,
2018-08-30,Alexander,Nicholas,Honda,Pilot,Attended,,
2018-08-30,Parker,Dylan,Mercedes-Benz,GLC,Attended,,
2018-08-31,Mason,Samuel,Chevrolet,Equinox,Attended,,
2018-08-31,Campbell,John,Chevrolet,Silverado,Attended,,
2018-08-31,Murray,William,Toyota,Tacoma,Attended,,
2018-08-31,Ward,Sarah,Kia,Forte,Attended,,
2018-09-04,Anderson,Christopher,Chevrolet,Equinox,Attended,,
2018-09-04,Scott,Harper,Ford,Escape,Attended,,
2018-09-04,Cooper,Mia,Ford,Mustang,Missed,,
2018-09-04,Gibson,Jackson,Nissan,Rogue,Attended,,
2018-09-04,Murphy,Aubrey,Jeep,Grand Cherokee,Attended,,
2018-09-04,Black,Dylan,Dodge,Charger,Attended,,
2018-09-04,Mills,Abigail,Mercedes-Benz,GLE,Attended,,
2018-09-05,Nelson,Ella,Hyundai,Kona,Attended,,
2018-09-05,Diaz,Jackson,Hyundai,Elantra,Attended,,
2018-09-05,Ellis,Avery,Nissan,Rogue,Attended,,
2018-09-05,Adams,Elizabeth,Chevrolet,Tahoe,Missed,,
2018-09-05,Lewis,Anthony,Audi,Q3,Missed,,
2018-09-06,Robinson,Victoria,Volkswagen,Passat,Missed,,
2018-09-06,Simmons,William,Kia,Telluride,Attended,,
2018-09-06,Green,Ella,Chevrolet,Cruze,Missed,,
2018-09-07,Hunter,Michael,Subaru,Crosstrek,Attended,,
2018-09-07,Myers,John,Honda,Fit,Attended,,
2018-09-07,Ortiz,Ryan,Audi,Q7,Missed,,
2018-09-07,Morgan,Ryan,Kia,Sportage,Missed,,
2018-09-07,Robertson,Lillian,Ford,Fusion,Attended,,
2018-09-10,Rogers,Charlotte,Dodge,Charger,Missed,,
2018-09-10,Ford,William,Toyota,Corolla,Attended,,
2018-09-10,Reyes,William,Volkswagen,Jetta,Missed,,
2018-09-10,Weaver,Chloe,Audi,A3,Attended,,
2018-09-10,Brown,Lucas,Ford,Edge,Attended,,
2018-09-10,Ellis,Samuel,Hyundai,Santa Fe,Missed,,
2018-09-10,Torres,Elijah,Audi,Q7,Attended,,
2018-09-10,Henderson,Sophia,Audi,Q7,Attended,,
2018-09-11,Wood,Jonathan,Chevrolet,Tahoe,Attended,,
2018-09-11,Grant,Chloe,Ford,Mustang,Missed,,
2018-09-11,Washington,Joseph,Audi,A3,Missed,,
2018-09-11,Evans,Sarah,Chevrolet,Tahoe,Attended,,
2018-09-11,Watson,Anthony,Hyundai,Kona,Attended,,
2018-09-11,Hawkins,David,Hyundai,Elantra,Attended,,
2018-09-11,Burns,David,Mercedes-Benz,GLE,Attended,,
2018-09-11,Rice,Nicholas,Subaru,BRZ,Attended,,
2018-09-11,Stewart,Dylan,Honda,Pilot,Attended,,
2018-09-11,Collins,Avery,Hyundai,Sonata,Attended,,
2018-09-11,Matthews,Daniel,Toyota,Camry,Missed,,
2018-09-12,Andrews,Nicholas,Hyundai,Kona,Missed,,
2018-09-12,Parker,Grace,Chevrolet,Equinox,Attended,,
2018-09-12,Lewis,Dylan,Subaru,Outback,Attended,,
2018-09-12,Anderson,Chloe,Kia,Telluride,Missed,,
2018-09-12,Gonzalez,Amelia,Ford,Explorer,Attended,,
2018-09-12,Shaw,Aiden,Nissan,Pathfinder,Attended,,
2018-09-12,Gardner,Samuel,Toyota,Highlander,Missed,,
2018-09-12,Snyder,Harper,Dodge,Journey,Missed,,
2018-09-13,Hudson,Adam,Jeep,Renegade,Attended,,
2018-09-13,Rogers,Aria,Hyundai,Sonata,Missed,,
2018-09-13,Wells,Olivia,Dodge,Grand Caravan,Attended,,
2018-09-14,Gonzalez,William,Mercedes-Benz,GLA,Attended,,
2018-09-14,Walker,Chloe,Nissan,Murano,Missed,,
2018-09-17,Griffin,Lucas,Honda,CR-V,Missed,,
2018-09-17,Moore,Amelia,Ford,Fusion,Attended,,
2018-09-17,Weaver,Charlotte,Nissan,Altima,Attended,,
2018-09-17,Young,Avery,Volkswagen,Beetle,Attended,,
2018-09-17,Stewart,Sophia,Volkswagen,Jetta,Attended,,
2018-09-17,Anderson,James,Volkswagen,Jetta,Attended,,
2018-09-17,Hunt,Lucas,Volkswagen,Tiguan,Missed,,
2018-09-18,Turner,John,Kia,Telluride,Attended,,
2018-09-18,Mason,William,Nissan,Rogue,Attended,,
2018-09-19,Hughes,Jackson,Ford,Fusion,Attended,,
2018-09-19,Powell,Emma,Jeep,Compass,Attended,,
2018-09-19,Hayes,Anthony,Hyundai,Santa Fe,Missed,,
2018-09-20,Carter,Daniel,Hyundai,Santa Fe,Attended,,
2018-09-20,Daniels,Abigail,Audi,Q3,Attended,,
2018-09-20,Dunn,Olivia,Mazda,MX-5 Miata,Attended,,
2018-09-20,Stevens,Emma,Chevrolet,Equinox,Attended,,
2018-09-20,Dixon,Olivia,Chevrolet,Silverado,Attended,,
2018-09-20,Walker,Hannah,Dodge,Avenger,Missed,,
2018-09-20,Campbell,Charlotte,Chevrolet,Malibu,Missed,,
2018-09-21,Carpenter,Sarah,Jeep,Cherokee,Attended,,
2018-09-21,Stewart,Jackson,Honda,Fit,Attended,,
2018-09-21,White,Natalie,Kia,Forte,Attended,,
2018-09-21,Jackson,Joseph,Audi,A3,Attended,,
2018-09-21,Ortiz,Joshua,Mercedes-Benz,GLE,Attended,,
2018-09-24,Martin,Matthew,Honda,CR-V,Attended,,
2018-09-24,Rivera,Dylan,Mercedes-Benz,GLE,Attended,,
2018-09-24,Sanders,Elizabeth,Mercedes-Benz,GLC,Attended,,
2018-09-24,Lopez,Charlotte,Audi,Q7,Attended,,
2018-09-24,Henry,Sofia,Audi,A4,Missed,,
2018-09-24,Allen,Joseph,Subaru,BRZ,Attended,,
2018-09-24,Cunningham,John,Chevrolet,Cruze,Attended,,
2018-09-24,Smith,John,Ford,Escape,Attended,,
2018-09-24,Hunter,Joseph,Jeep,Grand Cherokee,Attended,,
2018-09-25,Moore,Chloe,Audi,Q7,Attended,,
2018-09-25,Wright,Hannah,Audi,Q7,Missed,,
2018-09-25,Ramirez,Anthony,Nissan,Rogue,Attended,,
2018-09-25,Collins,James,Mercedes-Benz,S-Class,Attended,,
2018-09-25,Thompson,Mia,BMW,4 Series,Attended,,
2018-09-26,King,Christopher,Honda,Fit,Attended,,
2018-09-26,Ward,Scarlett,Subaru,Crosstrek,Attended,,
2018-09-27,Burns,Natalie,Hyundai,Sonata,Attended,,
2018-09-27,Payne,Matthew,Honda,Odyssey,Attended,,
2018-09-28,Davis,Emily,Chevrolet,Tahoe,Missed,,
2018-09-28,Bell,Hannah,Audi,A6,Attended,,
2018-10-01,Thompson,Harper,Hyundai,Palisade,Missed,,
2018-10-01,Simpson,Jonathan,Dodge,Durango,Missed,,
2018-10-01,Myers,Sarah,Honda,Fit,Missed,,
2018-10-01,Hudson,Hannah,Dodge,Durango,Attended,,
2018-10-02,Myers,Lucas,BMW,X5,Missed,,
2018-10-02,Hawkins,Scarlett,BMW,X5,Attended,,
2018-10-02,Fisher,Jane,Mazda,CX-5,Missed,,
2018-10-02,Gonzales,Hannah,Chevrolet,Malibu,Attended,,
2018-10-03,Ruiz,Jane,Mazda,CX-3,Attended,,
2018-10-03,Hudson,Matthew,Dodge,Grand Caravan,Attended,,
2018-10-03,Berry,Harper,Chevrolet,Tahoe,Attended,,
2018-10-03,Tucker,Evelyn,Nissan,Maxima,Attended,,
2018-10-03,Walker,Olivia,Audi,A6,Attended,,
2018-10-03,Sanchez,Sarah,Audi,A4,Attended,,
2018-10-03,Carter,Natalie,Mazda,Mazda3,Attended,,
2018-10-03,Diaz,Lillian,Mazda,CX-9,Attended,,
2018-10-04,Carter,Jane,Nissan,Murano,Missed,,
2018-10-05,Graham,Lillian,Hyundai,Sonata,Attended,,
2018-10-05,Evans,Christopher,Dodge,Durango,Attended,,
2018-10-05,Weaver,Zoe,Volkswagen,Jetta,Attended,,
2018-10-05,Bennett,Zoe,Subaru,Forester,Attended,,
2018-10-05,Nelson,Elizabeth,Volkswagen,Beetle,Attended,,
2018-10-05,Ortiz,John,Ford,Fusion,Attended,,
2018-10-05,Daniels,Anthony,Ford,Escape,Attended,,
2018-10-08,Palmer,Nathan,Volkswagen,Golf,Attended,,
2018-10-08,Snyder,Caleb,Toyota,Sienna,Missed,,
2018-10-08,Walker,Caleb,Honda,Odyssey,Attended,,
2018-10-08,Watkins,Christopher,Chevrolet,Tahoe,Missed,,
2018-10-09,Fisher,Adam,Dodge,Avenger,Missed,,
2018-10-09,White,Emily,Volkswagen,Jetta,Attended,,
2018-10-09,Cole,Jackson,Volkswagen,Jetta,Attended,,
2018-10-09,Gordon,Andrew,Honda,Civic,Attended,,
2018-10-10,Collins,Elizabeth,Volkswagen,Atlas,Attended,,
2018-10-10,Gardner,Chloe,Nissan,Leaf,Attended,,
2018-10-10,Ray,Gabriel,Volkswagen,Atlas,Missed,,
2018-10-10,Holmes,Chloe,Kia,Sportage,Attended,,
2018-10-10,Parker,Jackson,BMW,X5,Missed,,
2018-10-10,Wilson,John,Subaru,Legacy,Attended,,
2018-10-11,Cunningham,William,BMW,4 Series,Attended,,
2018-10-11,West,Nathan,Kia,Sportage,Missed,,
2018-10-11,Campbell,Sofia,BMW,7 Series,Attended,,
2018-10-12,Cooper,Anthony,Toyota,RAV4,Attended,,
2018-10-12,Price,Emily,Honda,Fit,Attended,,
2018-10-12,Butler,Samuel,BMW,5 Series,Missed,,
2018-10-12,Martinez,Zoe,Toyota,Tacoma,Attended,,
2018-10-15,Gardner,Adam,Mercedes-Benz,GLE,Attended,,
2018-10-15,Dixon,Benjamin,Audi,Q7,Attended,,
2018-10-15,Patterson,Charlotte,Audi,Q7,Attended,,
2018-10-15,Martinez,Abigail,Ford,Escape,Missed,,
2018-10-15,Harrison,Logan,Mercedes-Benz,GLE,Attended,,
2018-10-15,Hernandez,Chloe,Hyundai,Palisade,Attended,,
2018-10-15,Hicks,Avery,Honda,Odyssey,Attended,,
2018-10-15,Hughes,Joseph,Honda,Odyssey,Attended,,
2018-10-16,Long,Adam,Audi,Q3,Missed,,
2018-10-17,Spencer,Joshua,Ford,Mustang,Attended,,
2018-10-17,Dunn,Amelia,Nissan,Leaf,Missed,,
2018-10-17,Hart,Chloe,Dodge,Challenger,Attended,,
2018-10-17,Carpenter,Ella,Ford,Explorer,Attended,,
2018-10-17,Parker,Harper,Hyundai,Kona,Missed,,
2018-10-17,Berry,Jonathan,Jeep,Renegade,Attended,,
2018-10-17,Gonzalez,Ella,Jeep,Wrangler,Attended,,
2018-10-17,Crawford,Daniel,Kia,Forte,Attended,,
2018-10-18,Matthews,Anthony,Hyundai,Palisade,Attended,,
2018-10-18,Baker,Gabriel,Audi,A6,Attended,,
2018-10-19,Shaw,Olivia,Jeep,Renegade,Missed,,
2018-10-22,Kelly,Dylan,Kia,Forte,Attended,,
2018-10-22,Washington,Logan,Mazda,CX-5,Attended,,
2018-10-22,Warren,Nicholas,BMW,4 Series,Attended,,
2018-10-22,Cole,Abigail,Subaru,BRZ,Attended,,
2018-10-22,Henry,Nathan,Toyota,Tacoma,Attended,,
2018-10-23,Bryant,Aria,Audi,Q3,Attended,,
2018-10-23,Tucker,Andrew,Toyota,Tacoma,Missed,,
2018-10-23,Reed,Samuel,Subaru,Crosstrek,Attended,,
2018-10-23,Lawrence,Grace,Nissan,Altima,Attended,,
2018-10-23,Stone,Dylan,Chevrolet,Cruze,Attended,,
2018-10-23,Henry,James,Jeep,Wrangler,Attended,,
2018-10-23,Mason,Sarah,Jeep,Cherokee,Attended,,
2018-10-23,Mills,Caleb,Hyundai,Elantra,Attended,,
2018-10-23,Alexander,Jackson,Nissan,Rogue,Missed,,
2018-10-24,Garcia,Ella,Hyundai,Elantra,Missed,,
2018-10-24,Morris,Jane,Toyota,Camry,Attended,,
2018-10-24,Williams,Sarah,Nissan,Leaf,Attended,,
2018-10-24,Johnson,Charlotte,Dodge,Durango,Attended,,
2018-10-25,Hunt,Aria,Hyundai,Elantra,Attended,,
2018-10-26,Howard,Sarah,Toyota,Sienna,Missed,,
2018-10-26,Stevens,Nathan,Honda,Fit,Attended,,
2018-10-26,Adams,Caleb,Mercedes-Benz,GLC,Missed,,
2018-10-26,Arnold,David,Honda,Pilot,Missed,,
2018-10-26,Coleman,Aiden,Ford,Escape,Attended,,
2018-10-30,Bailey,Sarah,Ford,Mustang,Missed,,
2018-10-30,Hunter,Sophia,Ford,Explorer,Attended,,
2018-10-30,Harrison,Joshua,Jeep,Wrangler,Attended,,
2018-10-30,Nichols,Jane,Volkswagen,Atlas,Missed,,
2018-10-30,Evans,Benjamin,Volkswagen,Atlas,Attended,,
2018-10-30,Simpson,Ryan,Honda,Fit,Attended,,
2018-10-30,Evans,Harper,Hyundai,Sonata,Missed,,
2018-10-30,Freeman,Evelyn,Hyundai,Palisade,Attended,,
2018-10-30,Henderson,Hannah,Toyota,Corolla,Attended,,
2018-10-30,Griffin,Olivia,Audi,Q3,Attended,,
2018-10-30,Torres,Natalie,BMW,X3,Missed,,
2018-10-30,Jenkins,Aria,Audi,Q5,Missed,,
2018-10-31,Rivera,Benjamin,Mazda,Mazda3,Missed,,
2018-10-31,Nelson,Joseph,Kia,Forte,Attended,,
2018-10-31,Scott,David,BMW,3 Series,Attended,,
2018-10-31,Reed,Christopher,Nissan,Altima,Attended,,
2018-10-31,Cole,Jane,Honda,CR-V,Missed,,
